Etat;code_state;year;code_state_year;temperature_mean;climat
Alabama;AL;1992;AL-1992;62,11;subtropical
Alabama;AL;1993;AL-1993;62,33;subtropical
Alabama;AL;1994;AL-1994;63,05;subtropical
Alabama;AL;1995;AL-1995;63,03;subtropical
Alabama;AL;1996;AL-1996;62,13;subtropical
Alabama;AL;1997;AL-1997;62,37;subtropical
Alabama;AL;1998;AL-1998;65,13;subtropical
Alabama;AL;1999;AL-1999;64,14;subtropical
Alabama;AL;2000;AL-2000;63,57;subtropical
Alabama;AL;2001;AL-2001;63,03;subtropical
Alabama;AL;2002;AL-2002;63,58;subtropical
Alabama;AL;2003;AL-2003;62,73;subtropical
Alabama;AL;2004;AL-2004;63,33;subtropical
Alabama;AL;2005;AL-2005;63,39;subtropical
Alabama;AL;2006;AL-2006;64,20;subtropical
Alabama;AL;2007;AL-2007;64,40;subtropical
Alabama;AL;2008;AL-2008;62,92;subtropical
Alabama;AL;2009;AL-2009;62,91;subtropical
Alabama;AL;2010;AL-2010;62,71;subtropical
Alabama;AL;2011;AL-2011;63,83;subtropical
Alabama;AL;2012;AL-2012;64,92;subtropical
Alabama;AL;2013;AL-2013;62,60;subtropical
Alabama;AL;2014;AL-2014;62,03;subtropical
Alabama;AL;2015;AL-2015;64,62;subtropical
Arizona;AZ;1992;AZ-1992;59,59;steppe
Arizona;AZ;1993;AZ-1993;59,80;steppe
Arizona;AZ;1994;AZ-1994;60,55;steppe
Arizona;AZ;1995;AZ-1995;61,01;steppe
Arizona;AZ;1996;AZ-1996;61,88;steppe
Arizona;AZ;1997;AZ-1997;60,53;steppe
Arizona;AZ;1998;AZ-1998;59,28;steppe
Arizona;AZ;1999;AZ-1999;60,78;steppe
Arizona;AZ;2000;AZ-2000;61,68;steppe
Arizona;AZ;2001;AZ-2001;61,20;steppe
Arizona;AZ;2002;AZ-2002;61,18;steppe
Arizona;AZ;2003;AZ-2003;61,90;steppe
Arizona;AZ;2004;AZ-2004;60,41;steppe
Arizona;AZ;2005;AZ-2005;61,13;steppe
Arizona;AZ;2006;AZ-2006;61,13;steppe
Arizona;AZ;2007;AZ-2007;61,59;steppe
Arizona;AZ;2008;AZ-2008;60,62;steppe
Arizona;AZ;2009;AZ-2009;61,08;steppe
Arizona;AZ;2010;AZ-2010;60,39;steppe
Arizona;AZ;2011;AZ-2011;60,33;steppe
Arizona;AZ;2012;AZ-2012;62,11;steppe
Arizona;AZ;2013;AZ-2013;60,45;steppe
Arizona;AZ;2014;AZ-2014;62,25;steppe
Arizona;AZ;2015;AZ-2015;61,75;steppe
Arkansas;AR;1992;AR-1992;59,89;subtropical
Arkansas;AR;1993;AR-1993;59,31;subtropical
Arkansas;AR;1994;AR-1994;60,39;subtropical
Arkansas;AR;1995;AR-1995;60,48;subtropical
Arkansas;AR;1996;AR-1996;59,57;subtropical
Arkansas;AR;1997;AR-1997;59,66;subtropical
Arkansas;AR;1998;AR-1998;63,10;subtropical
Arkansas;AR;1999;AR-1999;62,15;subtropical
Arkansas;AR;2000;AR-2000;60,89;subtropical
Arkansas;AR;2001;AR-2001;61,23;subtropical
Arkansas;AR;2002;AR-2002;60,58;subtropical
Arkansas;AR;2003;AR-2003;60,27;subtropical
Arkansas;AR;2004;AR-2004;61,03;subtropical
Arkansas;AR;2005;AR-2005;61,96;subtropical
Arkansas;AR;2006;AR-2006;61,99;subtropical
Arkansas;AR;2007;AR-2007;61,81;subtropical
Arkansas;AR;2008;AR-2008;59,86;subtropical
Arkansas;AR;2009;AR-2009;59,93;subtropical
Arkansas;AR;2010;AR-2010;61,18;subtropical
Arkansas;AR;2011;AR-2011;61,82;subtropical
Arkansas;AR;2012;AR-2012;63,61;subtropical
Arkansas;AR;2013;AR-2013;59,64;subtropical
Arkansas;AR;2014;AR-2014;58,67;subtropical
Arkansas;AR;2015;AR-2015;61,40;subtropical
California;CA;1992;CA-1992;59,27;mediteraneen
California;CA;1993;CA-1993;57,66;mediteraneen
California;CA;1994;CA-1994;58,01;mediteraneen
California;CA;1995;CA-1995;58,93;mediteraneen
California;CA;1996;CA-1996;59,56;mediteraneen
California;CA;1997;CA-1997;59,12;mediteraneen
California;CA;1998;CA-1998;56,71;mediteraneen
California;CA;1999;CA-1999;57,96;mediteraneen
California;CA;2000;CA-2000;58,80;mediteraneen
California;CA;2001;CA-2001;59,12;mediteraneen
California;CA;2002;CA-2002;58,85;mediteraneen
California;CA;2003;CA-2003;59,43;mediteraneen
California;CA;2004;CA-2004;58,86;mediteraneen
California;CA;2005;CA-2005;58,60;mediteraneen
California;CA;2006;CA-2006;58,64;mediteraneen
California;CA;2007;CA-2007;58,93;mediteraneen
California;CA;2008;CA-2008;58,92;mediteraneen
California;CA;2009;CA-2009;58,83;mediteraneen
California;CA;2010;CA-2010;57,73;mediteraneen
California;CA;2011;CA-2011;57,43;mediteraneen
California;CA;2012;CA-2012;59,51;mediteraneen
California;CA;2013;CA-2013;59,32;mediteraneen
California;CA;2014;CA-2014;61,45;mediteraneen
California;CA;2015;CA-2015;60,76;mediteraneen
Colorado;CO;1992;CO-1992;45,27;steppe
Colorado;CO;1993;CO-1993;43,83;steppe
Colorado;CO;1994;CO-1994;46,52;steppe
Colorado;CO;1995;CO-1995;45,67;steppe
Colorado;CO;1996;CO-1996;45,78;steppe
Colorado;CO;1997;CO-1997;44,84;steppe
Colorado;CO;1998;CO-1998;46,25;steppe
Colorado;CO;1999;CO-1999;46,64;steppe
Colorado;CO;2000;CO-2000;47,00;steppe
Colorado;CO;2001;CO-2001;46,85;steppe
Colorado;CO;2002;CO-2002;46,08;steppe
Colorado;CO;2003;CO-2003;47,03;steppe
Colorado;CO;2004;CO-2004;45,84;steppe
Colorado;CO;2005;CO-2005;46,77;steppe
Colorado;CO;2006;CO-2006;46,51;steppe
Colorado;CO;2007;CO-2007;46,18;steppe
Colorado;CO;2008;CO-2008;44,94;steppe
Colorado;CO;2009;CO-2009;45,18;steppe
Colorado;CO;2010;CO-2010;46,15;steppe
Colorado;CO;2011;CO-2011;45,43;steppe
Colorado;CO;2012;CO-2012;48,32;steppe
Colorado;CO;2013;CO-2013;45,09;steppe
Colorado;CO;2014;CO-2014;46,06;steppe
Colorado;CO;2015;CO-2015;47,44;steppe
Connecticut;CT;1992;CT-1992;47,68;continental humide ete sec
Connecticut;CT;1993;CT-1993;48,65;continental humide ete sec
Connecticut;CT;1994;CT-1994;48,86;continental humide ete sec
Connecticut;CT;1995;CT-1995;49,03;continental humide ete sec
Connecticut;CT;1996;CT-1996;48,38;continental humide ete sec
Connecticut;CT;1997;CT-1997;48,64;continental humide ete sec
Connecticut;CT;1998;CT-1998;51,59;continental humide ete sec
Connecticut;CT;1999;CT-1999;50,85;continental humide ete sec
Connecticut;CT;2000;CT-2000;48,53;continental humide ete sec
Connecticut;CT;2001;CT-2001;50,24;continental humide ete sec
Connecticut;CT;2002;CT-2002;50,47;continental humide ete sec
Connecticut;CT;2003;CT-2003;48,16;continental humide ete sec
Connecticut;CT;2004;CT-2004;48,76;continental humide ete sec
Connecticut;CT;2005;CT-2005;49,51;continental humide ete sec
Connecticut;CT;2006;CT-2006;51,13;continental humide ete sec
Connecticut;CT;2007;CT-2007;49,53;continental humide ete sec
Connecticut;CT;2008;CT-2008;49,70;continental humide ete sec
Connecticut;CT;2009;CT-2009;48,84;continental humide ete sec
Connecticut;CT;2010;CT-2010;51,35;continental humide ete sec
Connecticut;CT;2011;CT-2011;50,86;continental humide ete sec
Connecticut;CT;2012;CT-2012;52,47;continental humide ete sec
Connecticut;CT;2013;CT-2013;49,78;continental humide ete sec
Connecticut;CT;2014;CT-2014;48,68;continental humide ete sec
Connecticut;CT;2015;CT-2015;49,84;continental humide ete sec
Delaware;DE;1992;DE-1992;53,92;subtropical
Delaware;DE;1993;DE-1993;54,85;subtropical
Delaware;DE;1994;DE-1994;55,02;subtropical
Delaware;DE;1995;DE-1995;55,10;subtropical
Delaware;DE;1996;DE-1996;54,03;subtropical
Delaware;DE;1997;DE-1997;54,83;subtropical
Delaware;DE;1998;DE-1998;57,41;subtropical
Delaware;DE;1999;DE-1999;56,51;subtropical
Delaware;DE;2000;DE-2000;54,74;subtropical
Delaware;DE;2001;DE-2001;56,09;subtropical
Delaware;DE;2002;DE-2002;57,16;subtropical
Delaware;DE;2003;DE-2003;54,58;subtropical
Delaware;DE;2004;DE-2004;55,83;subtropical
Delaware;DE;2005;DE-2005;55,73;subtropical
Delaware;DE;2006;DE-2006;57,33;subtropical
Delaware;DE;2007;DE-2007;56,29;subtropical
Delaware;DE;2008;DE-2008;56,31;subtropical
Delaware;DE;2009;DE-2009;55,43;subtropical
Delaware;DE;2010;DE-2010;56,68;subtropical
Delaware;DE;2011;DE-2011;57,43;subtropical
Delaware;DE;2012;DE-2012;58,48;subtropical
Delaware;DE;2013;DE-2013;55,83;subtropical
Delaware;DE;2014;DE-2014;54,72;subtropical
Delaware;DE;2015;DE-2015;56,42;subtropical
Florida;FL;1992;FL-1992;70,28;subtropical
Florida;FL;1993;FL-1993;70,30;subtropical
Florida;FL;1994;FL-1994;71,55;subtropical
Florida;FL;1995;FL-1995;70,79;subtropical
Florida;FL;1996;FL-1996;69,89;subtropical
Florida;FL;1997;FL-1997;71,14;subtropical
Florida;FL;1998;FL-1998;72,49;subtropical
Florida;FL;1999;FL-1999;71,17;subtropical
Florida;FL;2000;FL-2000;70,58;subtropical
Florida;FL;2001;FL-2001;70,93;subtropical
Florida;FL;2002;FL-2002;71,29;subtropical
Florida;FL;2003;FL-2003;70,87;subtropical
Florida;FL;2004;FL-2004;70,82;subtropical
Florida;FL;2005;FL-2005;70,83;subtropical
Florida;FL;2006;FL-2006;71,36;subtropical
Florida;FL;2007;FL-2007;71,75;subtropical
Florida;FL;2008;FL-2008;70,83;subtropical
Florida;FL;2009;FL-2009;71,16;subtropical
Florida;FL;2010;FL-2010;69,19;subtropical
Florida;FL;2011;FL-2011;71,68;subtropical
Florida;FL;2012;FL-2012;71,89;subtropical
Florida;FL;2013;FL-2013;71,68;subtropical
Florida;FL;2014;FL-2014;70,64;subtropical
Florida;FL;2015;FL-2015;73,36;subtropical
Georgia;GA;1992;GA-1992;62,73;subtropical
Georgia;GA;1993;GA-1993;63,23;subtropical
Georgia;GA;1994;GA-1994;63,63;subtropical
Georgia;GA;1995;GA-1995;63,48;subtropical
Georgia;GA;1996;GA-1996;62,65;subtropical
Georgia;GA;1997;GA-1997;63,21;subtropical
Georgia;GA;1998;GA-1998;65,69;subtropical
Georgia;GA;1999;GA-1999;64,49;subtropical
Georgia;GA;2000;GA-2000;63,35;subtropical
Georgia;GA;2001;GA-2001;63,94;subtropical
Georgia;GA;2002;GA-2002;64,36;subtropical
Georgia;GA;2003;GA-2003;63,32;subtropical
Georgia;GA;2004;GA-2004;63,98;subtropical
Georgia;GA;2005;GA-2005;63,79;subtropical
Georgia;GA;2006;GA-2006;64,55;subtropical
Georgia;GA;2007;GA-2007;64,80;subtropical
Georgia;GA;2008;GA-2008;63,52;subtropical
Georgia;GA;2009;GA-2009;63,42;subtropical
Georgia;GA;2010;GA-2010;62,96;subtropical
Georgia;GA;2011;GA-2011;64,64;subtropical
Georgia;GA;2012;GA-2012;65,50;subtropical
Georgia;GA;2013;GA-2013;63,39;subtropical
Georgia;GA;2014;GA-2014;62,97;subtropical
Georgia;GA;2015;GA-2015;65,31;subtropical
Idaho;ID;1992;ID-1992;44,98;steppe
Idaho;ID;1993;ID-1993;40,91;steppe
Idaho;ID;1994;ID-1994;44,33;steppe
Idaho;ID;1995;ID-1995;43,65;steppe
Idaho;ID;1996;ID-1996;43,18;steppe
Idaho;ID;1997;ID-1997;43,23;steppe
Idaho;ID;1998;ID-1998;44,33;steppe
Idaho;ID;1999;ID-1999;43,58;steppe
Idaho;ID;2000;ID-2000;43,93;steppe
Idaho;ID;2001;ID-2001;44,24;steppe
Idaho;ID;2002;ID-2002;42,96;steppe
Idaho;ID;2003;ID-2003;45,37;steppe
Idaho;ID;2004;ID-2004;44,15;steppe
Idaho;ID;2005;ID-2005;43,58;steppe
Idaho;ID;2006;ID-2006;44,18;steppe
Idaho;ID;2007;ID-2007;44,78;steppe
Idaho;ID;2008;ID-2008;42,53;steppe
Idaho;ID;2009;ID-2009;42,82;steppe
Idaho;ID;2010;ID-2010;43,33;steppe
Idaho;ID;2011;ID-2011;42,38;steppe
Idaho;ID;2012;ID-2012;45,10;steppe
Idaho;ID;2013;ID-2013;43,71;steppe
Idaho;ID;2014;ID-2014;45,10;steppe
Idaho;ID;2015;ID-2015;46,38;steppe
Illinois;IL;1992;IL-1992;51,88;continental humide ete sec
Illinois;IL;1993;IL-1993;50,87;continental humide ete sec
Illinois;IL;1994;IL-1994;51,99;continental humide ete sec
Illinois;IL;1995;IL-1995;51,59;continental humide ete sec
Illinois;IL;1996;IL-1996;50,13;continental humide ete sec
Illinois;IL;1997;IL-1997;50,97;continental humide ete sec
Illinois;IL;1998;IL-1998;55,22;continental humide ete sec
Illinois;IL;1999;IL-1999;53,53;continental humide ete sec
Illinois;IL;2000;IL-2000;52,20;continental humide ete sec
Illinois;IL;2001;IL-2001;53,36;continental humide ete sec
Illinois;IL;2002;IL-2002;53,24;continental humide ete sec
Illinois;IL;2003;IL-2003;51,72;continental humide ete sec
Illinois;IL;2004;IL-2004;52,58;continental humide ete sec
Illinois;IL;2005;IL-2005;53,70;continental humide ete sec
Illinois;IL;2006;IL-2006;54,00;continental humide ete sec
Illinois;IL;2007;IL-2007;53,68;continental humide ete sec
Illinois;IL;2008;IL-2008;50,92;continental humide ete sec
Illinois;IL;2009;IL-2009;51,43;continental humide ete sec
Illinois;IL;2010;IL-2010;52,89;continental humide ete sec
Illinois;IL;2011;IL-2011;53,15;continental humide ete sec
Illinois;IL;2012;IL-2012;55,78;continental humide ete sec
Illinois;IL;2013;IL-2013;51,08;continental humide ete sec
Illinois;IL;2014;IL-2014;49,48;continental humide ete sec
Illinois;IL;2015;IL-2015;52,88;continental humide ete sec
Indiana;IN;1992;IN-1992;51,28;continental humide ete sec
Indiana;IN;1993;IN-1993;50,78;continental humide ete sec
Indiana;IN;1994;IN-1994;51,49;continental humide ete sec
Indiana;IN;1995;IN-1995;51,49;continental humide ete sec
Indiana;IN;1996;IN-1996;50,05;continental humide ete sec
Indiana;IN;1997;IN-1997;50,50;continental humide ete sec
Indiana;IN;1998;IN-1998;54,95;continental humide ete sec
Indiana;IN;1999;IN-1999;53,21;continental humide ete sec
Indiana;IN;2000;IN-2000;51,55;continental humide ete sec
Indiana;IN;2001;IN-2001;53,16;continental humide ete sec
Indiana;IN;2002;IN-2002;53,12;continental humide ete sec
Indiana;IN;2003;IN-2003;51,07;continental humide ete sec
Indiana;IN;2004;IN-2004;52,22;continental humide ete sec
Indiana;IN;2005;IN-2005;52,85;continental humide ete sec
Indiana;IN;2006;IN-2006;53,43;continental humide ete sec
Indiana;IN;2007;IN-2007;53,28;continental humide ete sec
Indiana;IN;2008;IN-2008;51,04;continental humide ete sec
Indiana;IN;2009;IN-2009;51,28;continental humide ete sec
Indiana;IN;2010;IN-2010;52,60;continental humide ete sec
Indiana;IN;2011;IN-2011;53,07;continental humide ete sec
Indiana;IN;2012;IN-2012;55,13;continental humide ete sec
Indiana;IN;2013;IN-2013;51,21;continental humide ete sec
Indiana;IN;2014;IN-2014;49,41;continental humide ete sec
Indiana;IN;2015;IN-2015;52,31;continental humide ete sec
Iowa;IA;1992;IA-1992;47,84;continental humide ete sec
Iowa;IA;1993;IA-1993;45,67;continental humide ete sec
Iowa;IA;1994;IA-1994;47,46;continental humide ete sec
Iowa;IA;1995;IA-1995;47,26;continental humide ete sec
Iowa;IA;1996;IA-1996;45,17;continental humide ete sec
Iowa;IA;1997;IA-1997;47,10;continental humide ete sec
Iowa;IA;1998;IA-1998;50,92;continental humide ete sec
Iowa;IA;1999;IA-1999;49,66;continental humide ete sec
Iowa;IA;2000;IA-2000;48,63;continental humide ete sec
Iowa;IA;2001;IA-2001;49,06;continental humide ete sec
Iowa;IA;2002;IA-2002;49,17;continental humide ete sec
Iowa;IA;2003;IA-2003;47,92;continental humide ete sec
Iowa;IA;2004;IA-2004;48,52;continental humide ete sec
Iowa;IA;2005;IA-2005;49,62;continental humide ete sec
Iowa;IA;2006;IA-2006;50,39;continental humide ete sec
Iowa;IA;2007;IA-2007;48,89;continental humide ete sec
Iowa;IA;2008;IA-2008;45,92;continental humide ete sec
Iowa;IA;2009;IA-2009;46,70;continental humide ete sec
Iowa;IA;2010;IA-2010;48,19;continental humide ete sec
Iowa;IA;2011;IA-2011;48,41;continental humide ete sec
Iowa;IA;2012;IA-2012;52,08;continental humide ete sec
Iowa;IA;2013;IA-2013;46,66;continental humide ete sec
Iowa;IA;2014;IA-2014;45,46;continental humide ete sec
Iowa;IA;2015;IA-2015;49,27;continental humide ete sec
Kansas;KS;1992;KS-1992;54,16;steppe
Kansas;KS;1993;KS-1993;51,93;steppe
Kansas;KS;1994;KS-1994;54,92;steppe
Kansas;KS;1995;KS-1995;53,93;steppe
Kansas;KS;1996;KS-1996;53,08;steppe
Kansas;KS;1997;KS-1997;53,67;steppe
Kansas;KS;1998;KS-1998;56,32;steppe
Kansas;KS;1999;KS-1999;55,99;steppe
Kansas;KS;2000;KS-2000;55,53;steppe
Kansas;KS;2001;KS-2001;55,92;steppe
Kansas;KS;2002;KS-2002;55,18;steppe
Kansas;KS;2003;KS-2003;54,97;steppe
Kansas;KS;2004;KS-2004;55,07;steppe
Kansas;KS;2005;KS-2005;55,89;steppe
Kansas;KS;2006;KS-2006;56,88;steppe
Kansas;KS;2007;KS-2007;55,08;steppe
Kansas;KS;2008;KS-2008;53,58;steppe
Kansas;KS;2009;KS-2009;53,60;steppe
Kansas;KS;2010;KS-2010;55,28;steppe
Kansas;KS;2011;KS-2011;55,21;steppe
Kansas;KS;2012;KS-2012;58,22;steppe
Kansas;KS;2013;KS-2013;53,72;steppe
Kansas;KS;2014;KS-2014;53,68;steppe
Kansas;KS;2015;KS-2015;56,30;steppe
Kentucky;KY;1992;KY-1992;55,08;subtropical
Kentucky;KY;1993;KY-1993;55,00;subtropical
Kentucky;KY;1994;KY-1994;55,39;subtropical
Kentucky;KY;1995;KY-1995;55,37;subtropical
Kentucky;KY;1996;KY-1996;54,40;subtropical
Kentucky;KY;1997;KY-1997;54,48;subtropical
Kentucky;KY;1998;KY-1998;58,18;subtropical
Kentucky;KY;1999;KY-1999;57,26;subtropical
Kentucky;KY;2000;KY-2000;55,67;subtropical
Kentucky;KY;2001;KY-2001;56,59;subtropical
Kentucky;KY;2002;KY-2002;56,83;subtropical
Kentucky;KY;2003;KY-2003;55,24;subtropical
Kentucky;KY;2004;KY-2004;56,41;subtropical
Kentucky;KY;2005;KY-2005;56,78;subtropical
Kentucky;KY;2006;KY-2006;56,81;subtropical
Kentucky;KY;2007;KY-2007;57,72;subtropical
Kentucky;KY;2008;KY-2008;55,35;subtropical
Kentucky;KY;2009;KY-2009;55,39;subtropical
Kentucky;KY;2010;KY-2010;56,01;subtropical
Kentucky;KY;2011;KY-2011;56,93;subtropical
Kentucky;KY;2012;KY-2012;58,41;subtropical
Kentucky;KY;2013;KY-2013;55,04;subtropical
Kentucky;KY;2014;KY-2014;54,34;subtropical
Kentucky;KY;2015;KY-2015;56,57;subtropical
Louisiana;LA;1992;LA-1992;65,83;subtropical
Louisiana;LA;1993;LA-1993;65,61;subtropical
Louisiana;LA;1994;LA-1994;66,46;subtropical
Louisiana;LA;1995;LA-1995;66,78;subtropical
Louisiana;LA;1996;LA-1996;66,16;subtropical
Louisiana;LA;1997;LA-1997;66,04;subtropical
Louisiana;LA;1998;LA-1998;68,64;subtropical
Louisiana;LA;1999;LA-1999;67,85;subtropical
Louisiana;LA;2000;LA-2000;67,24;subtropical
Louisiana;LA;2001;LA-2001;66,66;subtropical
Louisiana;LA;2002;LA-2002;66,64;subtropical
Louisiana;LA;2003;LA-2003;66,38;subtropical
Louisiana;LA;2004;LA-2004;67,14;subtropical
Louisiana;LA;2005;LA-2005;67,51;subtropical
Louisiana;LA;2006;LA-2006;67,78;subtropical
Louisiana;LA;2007;LA-2007;67,38;subtropical
Louisiana;LA;2008;LA-2008;66,64;subtropical
Louisiana;LA;2009;LA-2009;66,85;subtropical
Louisiana;LA;2010;LA-2010;66,46;subtropical
Louisiana;LA;2011;LA-2011;67,72;subtropical
Louisiana;LA;2012;LA-2012;68,72;subtropical
Louisiana;LA;2013;LA-2013;66,25;subtropical
Louisiana;LA;2014;LA-2014;65,08;subtropical
Louisiana;LA;2015;LA-2015;68,09;subtropical
Maine;ME;1992;ME-1992;39,83;continental humide ete frais
Maine;ME;1993;ME-1993;39,95;continental humide ete frais
Maine;ME;1994;ME-1994;40,43;continental humide ete frais
Maine;ME;1995;ME-1995;40,93;continental humide ete frais
Maine;ME;1996;ME-1996;40,98;continental humide ete frais
Maine;ME;1997;ME-1997;39,81;continental humide ete frais
Maine;ME;1998;ME-1998;43,49;continental humide ete frais
Maine;ME;1999;ME-1999;43,80;continental humide ete frais
Maine;ME;2000;ME-2000;40,93;continental humide ete frais
Maine;ME;2001;ME-2001;42,65;continental humide ete frais
Maine;ME;2002;ME-2002;41,70;continental humide ete frais
Maine;ME;2003;ME-2003;40,45;continental humide ete frais
Maine;ME;2004;ME-2004;40,44;continental humide ete frais
Maine;ME;2005;ME-2005;41,83;continental humide ete frais
Maine;ME;2006;ME-2006;43,98;continental humide ete frais
Maine;ME;2007;ME-2007;40,72;continental humide ete frais
Maine;ME;2008;ME-2008;41,61;continental humide ete frais
Maine;ME;2009;ME-2009;40,86;continental humide ete frais
Maine;ME;2010;ME-2010;44,63;continental humide ete frais
Maine;ME;2011;ME-2011;42,82;continental humide ete frais
Maine;ME;2012;ME-2012;43,86;continental humide ete frais
Maine;ME;2013;ME-2013;41,97;continental humide ete frais
Maine;ME;2014;ME-2014;41,19;continental humide ete frais
Maine;ME;2015;ME-2015;41,23;continental humide ete frais
Maryland;MD;1992;MD-1992;53,48;subtropical
Maryland;MD;1993;MD-1993;54,22;subtropical
Maryland;MD;1994;MD-1994;54,36;subtropical
Maryland;MD;1995;MD-1995;54,39;subtropical
Maryland;MD;1996;MD-1996;53,24;subtropical
Maryland;MD;1997;MD-1997;54,04;subtropical
Maryland;MD;1998;MD-1998;57,01;subtropical
Maryland;MD;1999;MD-1999;55,71;subtropical
Maryland;MD;2000;MD-2000;54,13;subtropical
Maryland;MD;2001;MD-2001;55,33;subtropical
Maryland;MD;2002;MD-2002;56,28;subtropical
Maryland;MD;2003;MD-2003;53,92;subtropical
Maryland;MD;2004;MD-2004;55,17;subtropical
Maryland;MD;2005;MD-2005;55,17;subtropical
Maryland;MD;2006;MD-2006;56,52;subtropical
Maryland;MD;2007;MD-2007;55,69;subtropical
Maryland;MD;2008;MD-2008;55,32;subtropical
Maryland;MD;2009;MD-2009;54,61;subtropical
Maryland;MD;2010;MD-2010;55,85;subtropical
Maryland;MD;2011;MD-2011;56,53;subtropical
Maryland;MD;2012;MD-2012;57,49;subtropical
Maryland;MD;2013;MD-2013;54,72;subtropical
Maryland;MD;2014;MD-2014;53,58;subtropical
Maryland;MD;2015;MD-2015;55,44;subtropical
Massachusetts;MA;1992;MA-1992;46,40;continental humide ete sec
Massachusetts;MA;1993;MA-1993;47,31;continental humide ete sec
Massachusetts;MA;1994;MA-1994;47,65;continental humide ete sec
Massachusetts;MA;1995;MA-1995;47,79;continental humide ete sec
Massachusetts;MA;1996;MA-1996;47,33;continental humide ete sec
Massachusetts;MA;1997;MA-1997;47,36;continental humide ete sec
Massachusetts;MA;1998;MA-1998;50,37;continental humide ete sec
Massachusetts;MA;1999;MA-1999;49,78;continental humide ete sec
Massachusetts;MA;2000;MA-2000;47,52;continental humide ete sec
Massachusetts;MA;2001;MA-2001;49,09;continental humide ete sec
Massachusetts;MA;2002;MA-2002;49,34;continental humide ete sec
Massachusetts;MA;2003;MA-2003;47,11;continental humide ete sec
Massachusetts;MA;2004;MA-2004;47,62;continental humide ete sec
Massachusetts;MA;2005;MA-2005;48,39;continental humide ete sec
Massachusetts;MA;2006;MA-2006;50,12;continental humide ete sec
Massachusetts;MA;2007;MA-2007;48,29;continental humide ete sec
Massachusetts;MA;2008;MA-2008;48,61;continental humide ete sec
Massachusetts;MA;2009;MA-2009;47,74;continental humide ete sec
Massachusetts;MA;2010;MA-2010;50,35;continental humide ete sec
Massachusetts;MA;2011;MA-2011;49,67;continental humide ete sec
Massachusetts;MA;2012;MA-2012;51,33;continental humide ete sec
Massachusetts;MA;2013;MA-2013;48,80;continental humide ete sec
Massachusetts;MA;2014;MA-2014;47,73;continental humide ete sec
Massachusetts;MA;2015;MA-2015;48,46;continental humide ete sec
Michigan;MI;1992;MI-1992;43,35;continental humide ete frais
Michigan;MI;1993;MI-1993;43,25;continental humide ete frais
Michigan;MI;1994;MI-1994;43,86;continental humide ete frais
Michigan;MI;1995;MI-1995;44,21;continental humide ete frais
Michigan;MI;1996;MI-1996;42,50;continental humide ete frais
Michigan;MI;1997;MI-1997;43,53;continental humide ete frais
Michigan;MI;1998;MI-1998;48,25;continental humide ete frais
Michigan;MI;1999;MI-1999;46,37;continental humide ete frais
Michigan;MI;2000;MI-2000;45,02;continental humide ete frais
Michigan;MI;2001;MI-2001;46,80;continental humide ete frais
Michigan;MI;2002;MI-2002;45,74;continental humide ete frais
Michigan;MI;2003;MI-2003;43,97;continental humide ete frais
Michigan;MI;2004;MI-2004;44,58;continental humide ete frais
Michigan;MI;2005;MI-2005;46,04;continental humide ete frais
Michigan;MI;2006;MI-2006;47,02;continental humide ete frais
Michigan;MI;2007;MI-2007;46,09;continental humide ete frais
Michigan;MI;2008;MI-2008;44,03;continental humide ete frais
Michigan;MI;2009;MI-2009;43,78;continental humide ete frais
Michigan;MI;2010;MI-2010;47,08;continental humide ete frais
Michigan;MI;2011;MI-2011;45,62;continental humide ete frais
Michigan;MI;2012;MI-2012;48,43;continental humide ete frais
Michigan;MI;2013;MI-2013;44,06;continental humide ete frais
Michigan;MI;2014;MI-2014;41,88;continental humide ete frais
Michigan;MI;2015;MI-2015;45,11;continental humide ete frais
Minnesota;MN;1992;MN-1992;40,89;continental humide ete frais
Minnesota;MN;1993;MN-1993;38,93;continental humide ete frais
Minnesota;MN;1994;MN-1994;40,93;continental humide ete frais
Minnesota;MN;1995;MN-1995;40,30;continental humide ete frais
Minnesota;MN;1996;MN-1996;37,62;continental humide ete frais
Minnesota;MN;1997;MN-1997;40,57;continental humide ete frais
Minnesota;MN;1998;MN-1998;44,91;continental humide ete frais
Minnesota;MN;1999;MN-1999;43,69;continental humide ete frais
Minnesota;MN;2000;MN-2000;41,82;continental humide ete frais
Minnesota;MN;2001;MN-2001;43,05;continental humide ete frais
Minnesota;MN;2002;MN-2002;42,04;continental humide ete frais
Minnesota;MN;2003;MN-2003;41,52;continental humide ete frais
Minnesota;MN;2004;MN-2004;41,30;continental humide ete frais
Minnesota;MN;2005;MN-2005;43,07;continental humide ete frais
Minnesota;MN;2006;MN-2006;44,38;continental humide ete frais
Minnesota;MN;2007;MN-2007;42,39;continental humide ete frais
Minnesota;MN;2008;MN-2008;39,42;continental humide ete frais
Minnesota;MN;2009;MN-2009;40,11;continental humide ete frais
Minnesota;MN;2010;MN-2010;42,84;continental humide ete frais
Minnesota;MN;2011;MN-2011;42,03;continental humide ete frais
Minnesota;MN;2012;MN-2012;45,20;continental humide ete frais
Minnesota;MN;2013;MN-2013;39,33;continental humide ete frais
Minnesota;MN;2014;MN-2014;38,64;continental humide ete frais
Minnesota;MN;2015;MN-2015;43,49;continental humide ete frais
Mississippi;MS;1992;MS-1992;62,81;subtropical
Mississippi;MS;1993;MS-1993;62,71;subtropical
