LATITUDE;LONGITUDE;STATES
416773;-845524;OH
404643;-78067;PA
364112;-845056;TN
331746;-872314;AL
391128;-967028;KS
390914;-1111337;UT
41685;-721845;CT
183704;-657733;PR
468665;-893122;MI
34845;-1188992;CA
373934;-972795;KS
392874;-809755;WV
361589;-818677;NC
390224;-765904;MD
279242;-828359;FL
369444;-824698;VA
318639;-922913;LA
426007;-887129;WI
428991;-774242;NY
346936;-913062;AR
369028;-935716;MO
412072;-821481;OH
323897;-816668;GA
384344;-89548;IL
435214;-124211;OR
292274;-953461;TX
179942;-66821;PR
333245;-80413;SC
602681;-1512843;AK
390416;-899511;IL
309185;-997837;TX
374937;-862259;KY
412469;-808769;OH
399548;-895468;IL
457801;-879991;WI
347952;-969603;OK
402626;-788297;PA
324912;-888452;MS
351865;-853303;TN
365463;-982718;OK
379224;-994114;KS
426393;-735583;NY
39021;-888508;IL
339797;-836919;GA
449167;-935885;MN
452227;-1228389;OR
410275;-988945;NE
399633;-1055071;CO
385371;-819254;WV
335258;-859555;AL
37659;-1203329;CA
348251;-872821;AL
333221;-87904;AL
380052;-1226384;CA
183008;-656371;PR
334576;-1024908;TX
415005;-858249;IN
368654;-86711;KY
418807;-936911;IA
406403;-791456;PA
411874;-745015;NJ
422286;-918867;IA
369465;-940032;MO
313358;-830446;GA
180135;-668688;PR
426032;-850941;MI
361909;-812356;NC
411858;-773164;PA
331507;-941524;TX
318176;-991045;TX
354579;-790547;NC
301954;-951643;TX
415538;-816055;OH
425864;-959679;IA
359441;-78109;NC
390404;-843995;KY
409616;-739198;NJ
449939;-101231;SD
325503;-925121;LA
382805;-821084;WV
370954;-793029;VA
342611;-1112197;AZ
390677;-765964;MD
390906;-747356;NJ
325227;-807479;SC
409914;-803671;PA
448697;-886002;WI
351969;-1207191;CA
482572;-1014146;ND
271331;-808868;FL
408051;-835116;OH
397078;-907276;IL
398053;-888474;IL
413339;-719978;CT
448009;-900722;WI
367388;-944091;MO
408981;-731624;NY
476443;-919461;MN
44669;-658928;PR
388423;-869894;IN
41462;-967857;NE
428362;-841833;MI
390994;-958563;KS
413289;-75.77;PA
421019;-898336;IL
429728;-741545;NY
378668;-957539;KS
385495;-827788;KY
402319;-76819;PA
357421;-796893;NC
350653;-1062569;NM
278342;-815281;FL
475856;-957577;MN
378385;-811986;WV
426294;-892572;WI
330989;-799606;SC
412658;-892307;IL
403056;-788818;PA
35012;-92803;AR
393418;-83552;OH
373833;-931522;MO
429503;-925417;IA
384699;-859491;IN
413139;-757826;PA
184626;-670323;PR
39745;-845361;OH
183389;-657111;PR
416571;-739661;NY
430671;-76473;NY
419393;-791393;PA
33279;-96988;TX
299886;-910554;LA
408835;-945583;IA
435607;-916373;MN
408998;-753179;PA
337067;-1173343;CA
34449;-859052;AL
41426;-717852;RI
43.23;-994208;SD
364561;-1005402;TX
450831;-94315;MN
388935;-865254;IN
364657;-1055634;NM
414708;-811456;OH
427945;-855153;MI
381769;-869802;IN
282379;-973254;TX
407509;-79815;PA
431716;-879353;WI
313495;-889407;MS
37769;-812133;WV
442303;-876423;WI
397509;-760258;PA
423534;-977871;NE
367999;-120021;CA
404681;-838939;OH
430895;-753757;NY
279711;-974055;TX
397306;-748785;NJ
341877;-969968;OK
337601;-1183471;CA
414893;-85361;IN
290005;-809604;FL
379678;-807718;WV
43794;-893333;WI
412898;-757943;PA
396299;-1114368;UT
362021;-890155;TN
444048;-1043626;WY
405427;-817213;OH
427709;-885778;WI
312572;-852896;AL
422531;-79503;NY
388192;-956932;KS
47648;-1200707;WA
356478;-91262;AR
38.54;-903384;MO
379519;-1144434;NV
36871;-1114328;AZ
331488;-920221;AR
380036;-791523;VA
378512;-82023;WV
369492;-793647;VA
478816;-120162;WA
38179;-947053;KS
344817;-1186665;CA
425386;-882943;WI
359308;-972807;OK
389649;-934152;MO
403932;-814005;OH
410055;-764164;PA
355384;-828672;NC
402574;-754662;PA
352086;-822379;NC
180015;-668995;PR
414096;-834587;OH
366648;-844395;KY
46.31;-1240417;WA
419291;-888669;IL
367594;-1141412;NV
371038;-89912;MO
435936;-1119594;ID
387656;-903103;MO
403442;-843694;OH
295908;-953179;TX
304783;-876904;AL
411931;-883146;IL
384427;-1219815;CA
395868;-894166;IL
316276;-955789;TX
414693;-918353;IA
476798;-991377;ND
434074;-844784;MI
33093;-843427;GA
415026;-844182;OH
416133;-737469;NY
412569;-83053;OH
477588;-903445;MN
409964;-961612;NE
31933;-826828;GA
420152;-72844;CT
408773;-803702;PA
448498;-922442;WI
423955;-903184;IL
370633;-817505;VA
370156;-819686;VA
367053;-998968;OK
379856;-775244;VA
400132;-1116558;UT
386888;-903392;MO
419424;-848826;MI
386941;-902934;MO
352337;-804303;NC
443804;-1080466;WY
42737;-94666;IA
385157;-920647;MO
353051;-778714;NC
419176;-775402;PA
440089;-757966;NY
184439;-662547;PR
310756;-969749;TX
402715;-798872;PA
420542;-973452;NE
475886;-1226673;WA
398565;-84792;OH
358663;-778306;NC
403988;-888894;IL
287924;-812314;FL
424483;-841757;MI
421721;-923091;IA
300172;-1002128;TX
333016;-1104572;AZ
703148;-1487167;AK
401615;-790274;PA
306948;-976959;TX
349257;-901604;MS
18362;-658414;PR
402189;-794891;PA
183906;-662178;PR
456927;-1218949;WA
379615;-1202428;CA
416639;-1030962;NE
424484;-736497;NY
309733;-925824;LA
365711;-1215103;CA
400616;-767053;PA
417731;-723084;CT
348335;-824272;SC
357912;-776378;NC
434317;-1107924;WY
426805;-915349;IA
37118;-1076376;CO
368433;-833184;KY
307807;-984392;TX
401036;-993657;NE
18076;-665016;PR
478291;-1106557;MT
411802;-1040748;WY
488532;-996143;ND
423898;-794428;NY
39774;-987831;KS
33803;-851804;GA
447383;-884476;WI
422932;-73753;NY
38351;-851121;KY
305655;-818319;FL
436592;-968094;SD
411001;-842727;OH
405848;-795647;PA
433063;-100661;SD
431015;-735808;NY
413356;-737252;NY
362649;-998774;OK
383406;-1226729;CA
445351;-720017;VT
399406;-766874;PA
389808;-773256;VA
358928;-1060856;NM
32586;-951127;TX
426401;-920477;IA
418663;-1241526;CA
431888;-859415;MI
489955;-1222694;WA
382245;-800905;WV
39527;-111583;UT
457322;-919033;WI
373176;-935809;MO
36234;-807093;NC
358231;-1014436;TX
468767;-1138869;MT
353433;-1189987;CA
407667;-871391;IN
425309;-989747;NE
326092;-835846;GA
319676;-1104368;AZ
416119;-704666;MA
416118;-876308;IL
380958;-943633;MO
180648;-666021;PR
180431;-669426;PR
322279;-950534;TX
351711;-94669;OK
423227;-883633;IL
458059;-96498;MN
374162;-938432;MO
369098;-827882;VA
389502;-769332;MD
407944;-745661;NJ
410797;-847272;OH
410289;-739333;NY
400915;-766581;PA
357251;-979757;OK
400033;-881563;IL
406008;-868664;IN
328696;-1166279;CA
398169;-912443;IL
439794;-839637;MI
403127;-839167;OH
369606;-121834;CA
349304;-768112;NC
361223;-824203;TN
448909;-88544;WI
30.93;-97229;TX
354671;-781613;NC
417839;-767898;PA
410639;-897729;IL
389301;-769437;MD
464462;-901983;WI
309806;-918143;LA
445477;-1231109;OR
408754;-895129;IL
37051;-1220533;CA
316582;-974715;TX
376028;-1210425;CA
408446;-1017256;NE
36815;-1005236;OK
326982;-1081321;NM
421273;-895784;IL
407164;-77587;PA
308103;-976144;TX
35448;-824294;NC
382718;-876919;IN
321536;-819304;GA
417352;-957078;IA
302903;-992459;TX
377952;-935766;MO
388926;-1219741;CA
39217;-847095;OH
413238;-748012;PA
411287;-848503;IN
414859;-914267;IA
409646;-805597;OH
398175;-89618;IL
40634;-796171;PA
320105;-1023587;TX
413314;-734911;CT
467282;-957026;MN
352939;-111977;AZ
431344;-89747;WI
372836;-100343;KS
395443;-771012;MD
357393;-85456;TN
405781;-1242612;CA
437419;-902704;WI
403049;-1210036;CA
394409;-744735;NJ
364966;-806347;NC
417418;-746753;NY
415192;-939426;IA
436691;-730405;VT
195035;-1549104;HI
407937;-736612;NY
401221;-966642;NE
385944;-833245;KY
373999;-1221989;CA
454547;-945135;MN
407437;-888809;IL
441394;-1230588;OR
354905;-953087;OK
362767;-943237;AR
390479;-843475;OH
34655;-989535;OK
416923;-700694;MA
401721;-806973;OH
39584;-864793;IN
354976;-77055;NC
414943;-94122;IA
343793;-869086;AL
399524;-902108;IL
386358;-1205354;CA
356816;-804228;NC
389016;-769153;MD
414784;-86693;IN
288593;-987006;TX
37405;-1026189;CO
402841;-104782;CO
400139;-807328;WV
432687;-1023353;SD
435235;-846927;MI
383716;-859826;IN
392218;-111023;UT
372364;-909733;MO
436681;-1160209;ID
315525;-901145;MS
435466;-1168094;ID
388706;-941852;MO
18324;-672464;PR
388235;-785634;VA
385452;-896142;IL
422194;-1232922;OR
36.19;-90385;AR
415602;-757823;PA
444742;-884506;WI
316238;-91.83;LA
357768;-960282;OK
38;-987611;KS
407922;-76283;PA
330608;-860516;AL
399642;-869607;IN
412525;-754795;PA
422665;-968632;NE
330843;-975632;TX
32394;-1068177;NM
350347;-787887;NC
412384;-805548;OH
421661;-935028;IA
388913;-1196833;NV
371655;-1182951;CA
41173;-734166;CT
40077;-829407;OH
377511;-89.06;IL
290078;-813113;FL
379132;-788829;VA
397714;-1018015;KS
295454;-950325;TX
392401;-83788;OH
336262;-1161309;CA
301353;-978364;TX
382336;-815385;WV
279562;-979386;TX
29948;-854156;FL
333524;-932956;AR
40051;-111785;UT
42487;-955428;IA
329388;-1058214;NM
394675;-752408;NJ
388182;-787659;VA
401559;-758304;PA
414169;-864827;IN
323804;-1064791;NM
394953;-798168;WV
414828;-953373;IA
406072;-978589;NE
359518;-975948;OK
384859;-813503;WV
329677;-899128;MS
417614;-721945;CT
380535;-773473;VA
445204;-989869;SD
456186;-1239398;OR
405272;-750571;NJ
38694;-775757;VA
434528;-836893;MI
307123;-87324;FL
377356;-81.15;WV
398166;-863207;IN
341121;-1179636;CA
180396;-664683;PR
432358;-839027;MI
419891;-969147;NE
479595;-1021338;ND
406102;-1112729;UT
392308;-847441;OH
400702;-753188;PA
297796;-907892;LA
355315;-1134319;AZ
396294;-1052509;CO
438377;-883466;WI
26516;-819293;FL
354792;-775902;NC
375429;-947023;KS
428574;-914028;IA
468709;-965784;MN
47292;-1010278;ND
401003;-1237948;CA
410075;-784686;PA
362469;-811142;NC
388677;-1211318;CA
403752;-867739;IN
431814;-956554;IA
409478;-741989;NJ
402962;-766234;PA
449502;-911532;WI
351075;-1013629;TX
406302;-73667;NY
337877;-860281;AL
304667;-836352;FL
456316;-1211749;WA
43656;-903365;WI
431143;-775108;NY
449229;-899626;WI
327642;-1097206;AZ
42175;-890569;IL
311951;-910176;MS
412228;-77038;PA
335393;-1055983;NM
180409;-670766;PR
479689;-1189759;WA
36687;-831153;VA
356378;-801106;NC
40.15;-799084;PA
419809;-74213;NY
386641;-1218754;CA
377818;-975363;KS
432928;-850789;MI
355692;-108573;NM
416759;-1121376;UT
338944;-875224;AL
179857;-66917;PR
405214;-872482;IN
379106;-867377;IN
385484;-891284;IL
476492;-1222191;WA
292361;-979636;TX
332439;-842318;GA
32501;-861839;AL
432232;-717129;NH
398025;-1232499;CA
409379;-909499;IL
39373;-862584;IN
406411;-1047701;CO
456116;-955322;MN
473885;-1202829;WA
404037;-74513;NJ
408118;-736262;NY
406304;-761939;PA
449083;-728026;VT
355023;-949695;OK
373466;-1082939;CO
405766;-861924;IN
405004;-75.97;PA
325594;-967643;TX
314763;-969303;TX
421055;-891791;IL
398248;-757819;PA
349847;-868373;AL
385318;-993095;KS
417985;-866139;MI
359936;-952868;OK
406936;-898059;IL
369908;-796318;VA
404256;-907922;IL
392892;-843472;OH
408069;-736996;NY
40.41;-78845;PA
476926;-1219151;WA
262578;-980897;TX
427798;-92668;IA
363033;-1092157;AZ
389231;-781033;VA
382662;-1209866;CA
41058;-966459;NE
617428;-1488548;AK
301501;-953217;TX
417102;-1119776;UT
418904;-803641;PA
443328;-914172;WI
417842;-736937;NY
364219;-824767;TN
469837;-1204189;WA
313431;-938511;TX
405893;-737295;NY
431551;-759723;NY
409497;-806611;OH
339964;-865671;AL
604876;-1507812;AK
359489;-79321;NC
415571;-895912;IL
457924;-977529;SD
354092;-1194406;CA
269388;-820277;FL
183823;-671201;PR
451998;-960225;MN
336633;-953837;TX
320047;-810317;GA
397101;-104219;CO
428083;-922578;IA
365455;-1193379;CA
378779;-862848;KY
597024;-1515546;AK
453409;-1231846;OR
415616;-865513;IN
388676;-1069773;CO
404109;-955332;MO
429552;-1124561;ID
414168;-900087;IL
412279;-739259;NY
384595;-932025;MO
349776;-915067;AR
325552;-863425;AL
395597;-809988;WV
42851;-834427;MI
462269;-1160283;ID
390071;-83802;OH
419516;-884743;IL
395919;-75174;NJ
407293;-882974;IL
412304;-865845;IN
416551;-915589;IA
411271;-774703;PA
413115;-811429;OH
397354;-799008;PA
355148;-771017;NC
302736;-977867;TX
40402;-740387;NJ
422511;-842073;MI
429456;-83124;MI
303817;-98001;TX
401503;-832371;OH
408291;-795452;PA
408625;-818604;OH
41335;-73513;CT
387723;-840003;KY
331883;-1028214;TX
440198;-757076;NY
315608;-847374;GA
181716;-661868;PR
472982;-1225103;WA
353774;-778923;NC
487939;-976226;ND
410961;-817393;OH
289978;-953282;TX
359084;-926459;AR
353992;-797832;NC
425314;-1143011;ID
416194;-738593;NY
344429;-921844;AR
418799;-918306;IA
323076;-960138;TX
299263;-917813;LA
202263;-1558389;HI
403868;-759398;PA
361038;-845859;TN
327094;-1146781;AZ
415368;-885803;IL
402914;-794054;PA
37979;-883279;IL
397261;-899143;IL
381717;-120399;CA
303368;-918476;LA
392365;-845228;OH
393085;-861227;IN
613498;-1500664;AK
349103;-798119;NC
306141;-972068;TX
395402;-751727;NJ
304813;-926976;LA
299521;-92154;LA
470843;-1221226;WA
381356;-811038;WV
309598;-817176;GA
347384;-768303;NC
34355;-890222;MS
182726;-658788;PR
394787;-75138;NJ
412513;-749103;PA
400329;-879578;IL
382324;-765231;MD
341709;-921298;AR
355188;-882527;TN
441676;-1207889;OR
404325;-754056;PA
309714;-831954;GA
415648;-834255;OH
318252;-944932;TX
478837;-962727;MN
375372;-825577;KY
417572;-103323;NE
311029;-912992;MS
403458;-866672;IN
357106;-81918;NC
405848;-909695;IL
330735;-1165889;CA
476346;-1219664;WA
446784;-911204;WI
445424;-943598;MN
348657;-821063;SC
432503;-837911;MI
450187;-1238882;OR
452331;-949401;MN
409735;-848675;IN
299717;-933947;LA
41253;-824028;OH
401208;-123822;CA
345156;-1028848;TX
421864;-863083;MI
368782;-822879;VA
337778;-113606;AZ
349993;-783962;NC
438691;-956023;MN
394063;-831836;OH
41244;-827018;OH
400488;-849424;IN
347002;-765612;NC
437098;-889907;WI
368374;-996465;OK
348937;-983584;OK
41227;-932416;IA
425942;-762258;NY
41704;-746331;NY
368187;-939206;MO
418072;-877798;IL
407844;-799341;PA
406781;-752357;PA
403814;-803926;PA
387883;-762244;MD
396443;-887411;IL
398558;-767079;PA
393966;-812247;OH
416376;-735687;NY
361535;-817737;NC
475244;-954031;MN
395164;-119923;NV
346942;-808197;SC
445625;-959827;MN
401985;-741702;NJ
392909;-846301;OH
289487;-998483;TX
376348;-794514;VA
323159;-945189;TX
36609;-935967;MO
403952;-770277;PA
412556;-769771;PA
305623;-915501;LA
357757;-813669;NC
399303;-1058029;CO
297145;-81499;FL
392422;-816679;WV
194413;-1551841;HI
381027;-788495;VA
183869;-663789;PR
404797;-856304;IN
298246;-909525;LA
410447;-1241023;CA
184342;-668861;PR
343789;-843707;GA
402701;-806318;OH
34479;-1042332;NM
28985;-815404;FL
415382;-75739;PA
366503;-871735;KY
337883;-1099576;AZ
372642;-1005898;KS
404004;-755875;PA
406063;-956546;IA
304993;-905839;LA
430117;-898969;WI
449137;-670183;ME
317897;-96461;TX
438902;-928471;MN
291904;-94.98;TX
479091;-976269;ND
314076;-83329;GA
463538;-855098;MI
350835;-1087975;NM
411099;-768707;PA
420738;-783714;NY
40025;-880721;IL
323974;-88783;MS
363194;-877631;TN
443276;-836711;MI
366663;-889938;KY
425574;-1101005;WY
322045;-899671;MS
450985;-929672;MN
428224;-958068;IA
372851;-980276;KS
398429;-890608;IL
429504;-1153067;ID
333229;-79.99;SC
418316;-728977;CT
403653;-73977;NJ
45496;-1188333;OR
344013;-793566;SC
290278;-95.88;TX
409324;-733955;NY
422315;-881537;IL
371057;-1221106;CA
422103;-880531;IL
346645;-86653;AL
464034;-1168041;ID
416191;-737944;NY
410935;-898633;IL
329359;-828134;GA
266973;-817429;FL
411484;-774201;PA
415009;-756952;PA
433869;-988435;SD
439511;-862798;MI
364965;-776449;NC
416139;-720865;CT
357076;-914434;AR
331291;-1101162;AZ
453547;-119556;OR
435315;-110834;WY
42487;-881272;IL
396272;-78805;MD
353104;-824412;NC
393264;-774279;MD
365699;-96708;OK
404187;-862728;IN
442785;-961359;MN
431131;-893718;WI
459383;-1021598;SD
382478;-121528;CA
410044;-891339;IL
602071;-1493524;AK
430938;-884038;WI
387224;-829647;KY
336586;-973874;TX
417396;-707346;MA
433029;-1230666;OR
328541;-1004655;TX
320877;-954664;TX
358009;-976771;OK
393558;-1004397;KS
317372;-930343;LA
402843;-1001653;NE
405694;-750916;NJ
370855;-896534;MO
302817;-972453;TX
353579;-1121705;AZ
417174;-865476;IN
40866;-741984;NJ
419687;-716768;RI
324564;-839407;GA
346974;-768205;NC
395014;-801696;WV
384782;-804082;WV
403598;-814289;OH
384132;-78188;VA
409284;-816304;OH
417165;-738605;NY
408143;-861113;IN
332193;-87149;AL
394433;-748668;NJ
361759;-945978;OK
399474;-874644;IN
39566;-78979;MD
347819;-1144777;AZ
336782;-1175939;CA
362289;-92686;AR
360285;-79489;NC
196233;-1550483;HI
457813;-926836;WI
385552;-895412;IL
323291;-962142;TX
306638;-884994;MS
412094;-849681;IN
482823;-1223423;WA
396314;-1214052;CA
390732;-953866;KS
402964;-787594;PA
283363;-822588;FL
407932;-737222;NY
302225;-826465;FL
40875;-744535;NJ
376337;-120972;CA
464738;-1175964;WA
336084;-927443;AR
423034;-738086;NY
398892;-887346;IL
327783;-1043931;NM
440527;-994079;SD
403834;-802153;PA
347419;-1202746;CA
34896;-780541;NC
424912;-784796;NY
399167;-867989;IN
312524;-922099;LA
322934;-840625;GA
402226;-762863;PA
406175;-805997;WV
38205;-85727;KY
45006;-999539;SD
262837;-816629;FL
392772;-871128;IN
359195;-87345;TN
326341;-847978;GA
400449;-790028;PA
393241;-777517;WV
377157;-881866;IL
401417;-1201397;CA
429021;-882121;WI
398886;-900078;IL
183149;-662925;PR
382323;-977715;KS
417668;-885265;IL
621281;-1498593;AK
402166;-945381;MO
434321;-880477;WI
447908;-952048;MN
416727;-843284;OH
393633;-843767;OH
344149;-818086;SC
413475;-911288;IA
438809;-844883;MI
364038;-84048;TN
30718;-964669;TX
343679;-906379;MS
406999;-1222405;CA
408525;-782699;PA
38066;-1202737;CA
336512;-813625;SC
406369;-800809;PA
379649;-80687;WV
382857;-856363;KY
425756;-111.73;ID
420107;-71937;CT
359281;-873124;TN
413944;-717541;RI
352007;-853685;TN
39299;-968277;KS
339868;-804972;SC
399163;-76584;PA
433097;-1139444;ID
299809;-903832;LA
437014;-849745;MI
430194;-738516;NY
415866;-754047;PA
352412;-962385;OK
328002;-856536;AL
367514;-799524;VA
316492;-973048;TX
347161;-815847;SC
458133;-1184926;OR
304003;-901653;LA
382501;-897746;IL
17982;-664402;PR
394805;-749158;NJ
388379;-765514;MD
411714;-733771;CT
39932;-890628;IL
304148;-970094;TX
437645;-941702;MN
399303;-772462;PA
322687;-949296;TX
430071;-890214;WI
350031;-868548;TN
402494;-80211;PA
372574;-1059007;CO
396646;-741711;NJ
393381;-878814;IL
344649;-835727;GA
448897;-883063;WI
407241;-114025;UT
399637;-752528;PA
364596;-955164;OK
342121;-815329;SC
371102;-925804;MO
438753;-961305;MN
412869;-75836;PA
380003;-754173;VA
479392;-1190029;WA
428457;-766909;NY
392525;-873807;IN
407489;-111514;UT
382986;-856009;KY
179559;-662265;PR
392771;-1221946;CA
262032;-977395;TX
351749;-846516;TN
438851;-894926;WI
383224;-824479;WV
480582;-1009329;ND
260703;-976342;TX
370841;-944119;MO
474005;-930828;MN
340144;-1003038;TX
260233;-975379;TX
382848;-917217;MO
347638;-823497;SC
424649;-979071;NE
349497;-889236;MS
392309;-1110592;UT
40168;-921732;MO
334471;-99624;TX
383513;-859372;IN
309129;-1019001;TX
44039;-1031116;SD
408369;-756864;PA
630305;-163553;AK
425733;-902348;WI
433761;-862563;MI
18038;-669037;PR
392373;-850931;IN
41616;-833743;OH
412494;-734343;CT
447366;-904956;WI
391655;-1229052;CA
353665;-842982;TN
391767;-855746;IN
409474;-839567;OH
340308;-863179;AL
41023;-877179;IL
465198;-953732;MN
452974;-949478;MN
420061;-841893;MI
457838;-122647;WA
183389;-672515;PR
415999;-880343;IL
313398;-921389;LA
18228;-658615;PR
362773;-925935;AR
385988;-771371;MD
381384;-977704;KS
401895;-851273;IN
32405;-947102;TX
278213;-82819;FL
409849;-1022627;CO
366565;-1195981;CA
432195;-1124378;ID
37257;-760093;VA
360089;-1199629;CA
363421;-1055923;NM
429376;-737958;NY
306237;-891432;MS
407589;-87042;IN
406295;-752024;PA
182258;-663902;PR
364653;-799064;NC
402777;-769196;PA
357452;-987451;OK
489162;-1032966;ND
418747;-946785;IA
394124;-861499;IN
368772;-864165;KY
383144;-855264;KY
400081;-753065;PA
400521;-825415;OH
404857;-890993;IL
351474;-767692;NC
41381;-892147;IL
396821;-874143;IN
403052;-99898;NE
374763;-878202;KY
291635;-815349;FL
199723;-1552345;HI
407784;-987294;NE
40454;-831847;OH
370082;-910113;MO
377432;-1210084;CA
409385;-1236412;CA
473733;-120142;WA
300303;-906569;LA
352656;-821976;NC
355428;-766232;NC
29393;-983443;TX
301221;-924985;LA
324601;-892785;MS
312406;-823411;GA
426643;-841797;MI
352902;-811449;NC
359635;-949979;OK
361271;-905085;AR
397787;-896838;IL
401191;-821177;OH
471286;-1222374;WA
338888;-1172776;CA
377302;-818243;WV
401828;-760554;PA
313907;-92.67;LA
382314;-783756;VA
423693;-123359;OR
340256;-877691;AL
418528;-939207;IA
409427;-723101;NY
437588;-845869;MI
410221;-803566;PA
483619;-1201171;WA
380458;-936972;MO
353606;-1103155;AZ
215485;-1578534;HI
452054;-1239536;OR
19496;-1549453;HI
313614;-1095662;AZ
356487;-841725;TN
436332;-959329;MN
448809;-977348;SD
387631;-900816;IL
385578;-828191;KY
392478;-1200533;CA
278128;-828096;FL
295836;-957966;TX
420413;-847578;MI
278536;-828438;FL
387208;-902751;MO
362657;-915186;AR
441039;-1046362;WY
434073;-850367;MI
365424;-1164877;NV
397381;-1046732;CO
401702;-774016;PA
334328;-866071;AL
377852;-827891;KY
313389;-83595;GA
398939;-797465;PA
338579;-965059;OK
406278;-876963;IL
18081;-670852;PR
407243;-737167;NY
459699;-913662;WI
446837;-735037;NY
38799;-1077133;CO
420347;-733322;CT
412166;-864243;IN
399539;-740806;NJ
39898;-825387;OH
392158;-953145;KS
300574;-976851;TX
400164;-810727;OH
390174;-918958;MO
373182;-1222651;CA
326489;-878671;AL
444114;-85401;MI
403914;-800923;PA
409835;-821914;OH
461743;-123383;WA
41361;-895828;IL
405975;-849568;IN
440933;-735246;NY
30346;-965311;TX
431872;-904333;WI
370034;-1220265;CA
44638;-66056;PR
395731;-747148;NJ
384809;-94351;MO
305749;-909508;LA
299537;-973065;TX
304429;-914601;LA
485902;-1092319;MT
320331;-80976;GA
455524;-1225617;OR
444613;-889204;WI
422234;-928741;IA
327765;-108203;NM
384337;-120586;CA
416804;-699918;MA
338831;-831551;GA
332517;-808161;SC
379177;-1227095;CA
316111;-1110586;AZ
410768;-734699;CT
412417;-884231;IL
384973;-891457;IL
339957;-795698;SC
346739;-890262;MS
431248;-861561;MI
388122;-846649;KY
357999;-838685;TN
468915;-970533;ND
411234;-748403;NJ
361196;-867673;TN
383961;-825535;WV
36044;-1060565;NM
441685;-932472;MN
482863;-1142369;MT
40653;-812928;OH
400771;-749517;PA
357597;-903222;AR
479716;-989971;ND
358195;-1105331;AZ
401411;-750674;PA
31898;-931158;LA
180504;-66702;PR
352966;-1110028;AZ
421108;-967113;NE
39424;-801889;WV
417801;-991342;NE
277132;-981346;TX
360673;-950718;OK
338822;-891778;MS
408125;-795312;PA
418523;-956009;IA
410204;-813471;OH
63329;-1430379;AK
438937;-909934;WI
307571;-935246;LA
383564;-1225412;CA
40797;-737225;NY
377407;-1195779;CA
419616;-757471;PA
323047;-1068367;NM
294842;-958119;TX
404007;-798863;PA
42047;-914542;IA
329139;-977343;TX
428524;-893723;WI
42117;-856337;MI
365938;-867015;TN
437758;-1162571;ID
338113;-1021622;TX
403966;-935884;MO
377458;-771316;VA
405086;-786349;PA
38394;-933313;MO
418802;-729753;CT
40916;-759656;PA
389746;-970236;KS
465516;-1169284;ID
413061;-820114;OH
335586;-880817;AL
422314;-1230403;OR
39043;-981468;KS
333569;-1107719;AZ
339261;-80295;SC
383064;-902979;IL
37774;-890244;IL
410057;-879098;IL
424948;-899913;IL
439079;-1240985;OR
348657;-966678;OK
422023;-915247;IA
319065;-943971;TX
554918;-1331165;AK
484872;-992026;ND
401842;-798269;PA
316711;-836352;GA
317234;-1100798;AZ
407802;-803387;PA
331711;-965443;TX
407078;-773107;PA
397179;-1056942;CO
361125;-1112212;AZ
315995;-898746;MS
287966;-956465;TX
384464;-789228;VA
355418;-951129;OK
45803;-879958;MI
387351;-903658;MO
400069;-799049;PA
330197;-1120808;AZ
280706;-970429;TX
352163;-80005;NC
407633;-795217;PA
184572;-665675;PR
480337;-1224084;WA
373219;-806365;VA
362842;-979005;OK
350154;-793513;NC
360737;-888163;TN
323895;-97919;TX
301692;-943207;TX
390016;-876125;IL
320561;-955043;TX
350635;-942373;AR
435164;-884541;WI
355388;-1058391;NM
41174;-860382;IN
424358;-1230527;OR
406878;-85425;IN
37835;-811275;WV
622994;-1499601;AK
268491;-800632;FL
362365;-916067;AR
40771;-875657;IL
414305;-868926;IN
37194;-813999;VA
331186;-871253;AL
364451;-781952;NC
326008;-948525;TX
258729;-97383;TX
431568;-753335;NY
333299;-943461;TX
325239;-938297;LA
402915;-784514;PA
370676;-804405;VA
428475;-94848;IA
406666;-755072;PA
445091;-891249;WI
483092;-116539;ID
418964;-716052;RI
482546;-1216031;WA
395707;-896547;IL
434468;-953261;IA
393255;-836941;OH
412539;-81509;OH
421932;-878695;IL
355757;-1056784;NM
438526;-891305;WI
399664;-798768;PA
336263;-836112;GA
398603;-952649;KS
42368;-882965;IL
400242;-924914;MO
288859;-977134;TX
436726;-920828;MN
435541;-85772;MI
424641;-926255;IA
344831;-983877;OK
594566;-1352927;AK
443994;-926255;MN
390127;-755765;DE
183759;-65746;PR
379016;-977831;KS
329092;-832983;GA
432115;-82988;MI
386108;-954529;KS
441258;-922478;MN
380938;-875793;IN
343335;-823885;SC
404263;-784303;PA
411747;-749555;PA
342652;-1189984;CA
382442;-1209538;CA
442136;-1033717;SD
295302;-982788;TX
443083;-912426;WI
387174;-902648;MO
348282;-847655;GA
406381;-77273;PA
410279;-840791;OH
414701;-92651;IA
328913;-899696;MS
406791;-742314;NJ
405884;-76553;PA
295873;-829245;FL
367513;-948472;OK
442327;-1054309;WY
553227;-1604834;AK
307646;-905114;LA
354904;-964795;OK
405938;-795563;PA
458302;-942931;MN
382301;-824415;WV
440734;-1114482;ID
183577;-658841;PR
320764;-92085;LA
296383;-989869;TX
397243;-775151;PA
362647;-891948;TN
300291;-925071;LA
407193;-748371;NJ
405488;-776751;PA
406201;-980961;NE
431521;-881605;WI
326387;-860387;AL
373116;-1219357;CA
