Etat;code_etat;year;code_etat_year;1;2;3;4;5;6;7;8;9;10;11;12
New_Hampshire;NH;1992;NH-1992;2,71;2,07;3,87;2,46;1,79;4,12;4,28;3,88;3,46;2,79;4,66;2,63
New_Hampshire;NH;1993;NH-1993;2,52;3,10;4,58;4,39;1,26;3,17;3,17;3,23;4,65;3,40;4,13;4,41
New_Hampshire;NH;1994;NH-1994;4,82;1,49;5,18;3,20;4,58;2,99;4,43;3,83;5,09;0,86;3,24;4,43
New_Hampshire;NH;1995;NH-1995;3,86;2,72;2,68;2,03;3,05;1,71;4,42;2,60;2,68;8,96;5,74;2,99
New_Hampshire;NH;1996;NH-1996;5,51;3,19;2,44;7,18;5,38;3,35;7,63;0,85;3,98;8,67;2,93;6,71
New_Hampshire;NH;1997;NH-1997;3,65;2,42;4,27;4,74;3,14;2,00;4,65;4,80;2,36;1,69;6,29;2,85
New_Hampshire;NH;1998;NH-1998;5,24;3,54;4,08;2,52;3,50;10,47;3,18;3,00;2,53;4,59;2,98;1,60
New_Hampshire;NH;1999;NH-1999;6,50;2,15;5,16;0,72;3,52;2,46;3,59;3,09;9,76;3,91;2,93;1,90
New_Hampshire;NH;2000;NH-2000;3,81;3,56;3,93;6,30;4,21;4,03;5,50;2,97;2,98;2,98;3,84;4,50
New_Hampshire;NH;2001;NH-2001;1,56;3,13;6,56;1,07;1,86;5,16;3,48;1,71;4,23;1,52;2,00;2,61
New_Hampshire;NH;2002;NH-2002;2,49;2,91;4,01;4,28;4,76;5,75;1,80;2,16;3,61;3,73;4,99;3,74
New_Hampshire;NH;2003;NH-2003;2,49;2,95;3,29;3,21;4,46;2,84;2,88;6,42;5,40;6,17;3,48;6,41
New_Hampshire;NH;2004;NH-2004;0,90;1,34;1,80;6,21;5,49;2,56;4,71;5,51;4,92;2,03;4,06;4,37
New_Hampshire;NH;2005;NH-2005;3,30;2,89;4,19;5,67;5,33;5,14;3,93;3,78;3,22;14,25;5,52;4,23
New_Hampshire;NH;2006;NH-2006;4,47;2,48;1,32;3,01;10,11;9,30;5,62;4,24;2,53;7,74;5,04;3,51
New_Hampshire;NH;2007;NH-2007;3,18;1,94;3,62;7,76;3,56;3,34;5,04;2,38;3,33;4,79;4,31;4,73
New_Hampshire;NH;2008;NH-2008;2,71;8,32;5,31;3,93;1,04;5,98;7,05;5,73;7,23;3,70;4,39;6,19
New_Hampshire;NH;2009;NH-2009;3,11;2,31;2,94;3,62;4,53;6,33;7,77;5,24;1,58;5,97;4,02;4,63
New_Hampshire;NH;2010;NH-2010;2,76;4,45;8,33;2,53;2,30;4,14;3,36;3,53;2,62;7,68;3,73;4,16
New_Hampshire;NH;2011;NH-2011;2,67;3,46;4,88;5,26;4,75;4,58;2,60;8,99;6,18;6,46;3,56;4,25
New_Hampshire;NH;2012;NH-2012;3,23;1,09;1,91;3,08;5,57;5,33;2,68;4,70;4,94;5,59;0,72;5,37
New_Hampshire;NH;2013;NH-2013;1,91;3,30;2,22;2,45;5,24;7,25;5,71;3,30;5,08;1,40;3,76;3,66
New_Hampshire;NH;2014;NH-2014;3,41;3,84;4,24;2,98;4,32;3,73;7,41;3,71;1,57;5,57;3,39;5,60
New_Hampshire;NH;2015;NH-2015;3,37;2,58;1,65;2,72;1,48;7,01;3,42;3,67;5,34;4,02;2,44;5,33
New_Jersey;NJ;1992;NJ-1992;1,80;1,89;3,65;1,75;3,27;4,75;4,69;4,63;4,01;1,48;4,97;5,04
New_Jersey;NJ;1993;NJ-1993;2,65;2,85;6,85;4,70;1,39;2,65;2,56;3,81;5,61;4,06;3,00;4,61
New_Jersey;NJ;1994;NJ-1994;5,46;3,51;6,89;2,95;3,66;3,66;5,24;5,71;2,95;1,01;3,77;2,49
New_Jersey;NJ;1995;NJ-1995;3,26;2,40;1,92;1,89;3,65;2,08;4,53;1,59;4,22;6,95;5,12;2,33
New_Jersey;NJ;1996;NJ-1996;5,82;2,29;4,26;5,07;3,62;5,01;7,25;3,37;5,71;6,55;2,68;7,84
New_Jersey;NJ;1997;NJ-1997;3,23;2,34;4,60;3,86;3,27;2,21;5,42;5,15;2,35;2,33;4,21;3,92
New_Jersey;NJ;1998;NJ-1998;4,49;4,50;4,93;4,83;5,94;5,21;1,95;2,65;2,12;2,64;1,36;1,30
New_Jersey;NJ;1999;NJ-1999;7,15;2,91;4,99;2,61;3,18;1,56;1,20;5,22;9,93;3,32;2,49;2,95
New_Jersey;NJ;2000;NJ-2000;3,09;2,14;4,53;3,37;3,99;4,37;5,86;5,27;5,09;0,78;3,20;3,73
New_Jersey;NJ;2001;NJ-2001;2,95;2,59;5,97;1,84;3,23;5,41;3,00;3,45;3,14;0,89;1,02;2,25
New_Jersey;NJ;2002;NJ-2002;2,17;0,75;4,14;3,82;4,34;4,92;1,61;3,79;4,09;6,74;5,06;4,45
New_Jersey;NJ;2003;NJ-2003;2,56;4,65;4,18;2,84;3,79;8,57;3,78;5,10;6,35;5,04;4,32;5,84
New_Jersey;NJ;2004;NJ-2004;2,02;2,52;3,21;5,30;3,92;3,09;7,79;4,70;6,58;2,13;4,62;3,55
New_Jersey;NJ;2005;NJ-2005;4,40;2,45;4,09;4,43;2,42;3,49;4,57;2,04;1,27;12,25;3,96;3,63
New_Jersey;NJ;2006;NJ-2006;5,12;1,79;0,83;3,70;3,14;8,00;5,11;3,80;5,60;6,46;5,89;2,19
New_Jersey;NJ;2007;NJ-2007;3,55;1,90;4,19;8,87;1,62;4,13;4,75;4,74;1,04;5,54;2,43;5,36
New_Jersey;NJ;2008;NJ-2008;2,07;5,32;4,21;2,67;4,50;3,24;3,97;2,42;6,31;2,93;3,62;6,39
New_Jersey;NJ;2009;NJ-2009;2,85;0,67;1,92;4,19;4,45;6,93;5,12;7,27;3,68;5,67;2,06;7,51
New_Jersey;NJ;2010;NJ-2010;2,57;4,70;8,84;2,60;3,33;2,29;3,94;2,68;3,28;5,30;2,19;3,41
New_Jersey;NJ;2011;NJ-2011;3,38;3,10;5,77;5,83;3,97;3,56;3,84;15,98;7,37;4,36;3,80;4,25
New_Jersey;NJ;2012;NJ-2012;2,80;1,30;1,57;2,89;4,33;4,14;3,42;4,47;4,31;5,31;1,29;5,48
New_Jersey;NJ;2013;NJ-2013;2,95;2,85;2,84;2,47;4,11;9,31;5,15;4,62;2,16;1,78;2,98;4,69
New_Jersey;NJ;2014;NJ-2014;3,05;4,92;3,92;4,54;4,88;3,54;5,32;3,72;2,28;3,76;4,27;4,62
New_Jersey;NJ;2015;NJ-2015;4,38;2,12;4,51;2,63;1,34;7,82;3,49;2,23;3,60;4,01;2,22;4,79
New_Mexico;NM;1992;NM-1992;0,90;0,49;0,87;0,60;2,97;1,39;2,27;2,61;0,87;0,58;0,64;1,38
New_Mexico;NM;1993;NM-1993;1,62;0,98;0,82;0,32;0,91;1,05;1,91;4,17;0,79;0,86;0,79;0,24
New_Mexico;NM;1994;NM-1994;0,26;0,40;1,10;0,81;2,44;0,64;1,77;2,34;1,31;1,45;1,53;0,96
New_Mexico;NM;1995;NM-1995;0,90;0,49;0,70;0,72;1,43;1,23;1,38;2,06;2,40;0,11;0,24;0,43
New_Mexico;NM;1996;NM-1996;0,39;0,42;0,19;0,18;0,21;2,58;2,99;3,07;2,14;1,50;0,65;0,13
New_Mexico;NM;1997;NM-1997;1,10;0,97;0,21;2,08;1,35;1,93;2,65;2,69;2,60;0,90;0,86;1,86
New_Mexico;NM;1998;NM-1998;0,16;0,78;1,55;0,63;0,07;0,20;3,53;2,21;0,82;3,38;0,70;0,35
New_Mexico;NM;1999;NM-1999;0,56;0,05;0,94;1,66;1,76;1,60;3,07;3,44;1,52;0,41;0,02;0,36
New_Mexico;NM;2000;NM-2000;0,24;0,15;1,66;0,39;0,14;2,31;1,85;1,67;0,21;3,44;1,24;0,51
New_Mexico;NM;2001;NM-2001;1,22;0,68;1,13;0,40;1,09;0,84;1,79;2,44;0,86;0,23;0,98;0,40
New_Mexico;NM;2002;NM-2002;0,55;0,31;0,42;0,28;0,13;0,81;2,19;1,72;2,62;1,55;0,57;1,11
New_Mexico;NM;2003;NM-2003;0,06;1,04;0,72;0,18;0,44;1,42;0,71;1,65;0,93;1,06;0,83;0,23
New_Mexico;NM;2004;NM-2004;0,47;1,17;0,88;2,77;0,15;1,31;2,49;2,30;2,22;1,72;1,71;0,69
New_Mexico;NM;2005;NM-2005;1,68;1,76;1,25;0,87;1,31;0,52;1,02;3,05;1,96;1,20;0,07;0,07
New_Mexico;NM;2006;NM-2006;0,15;0,10;0,54;0,30;0,42;1,13;3,16;4,83;2,22;1,78;0,18;1,18
New_Mexico;NM;2007;NM-2007;1,02;0,52;1,12;0,77;2,00;1,30;2,21;1,90;1,84;0,25;0,42;1,47
New_Mexico;NM;2008;NM-2008;0,59;0,59;0,23;0,20;1,05;0,61;4,04;2,91;1,17;1,49;0,38;0,88
New_Mexico;NM;2009;NM-2009;0,19;0,19;0,52;0,53;0,92;1,51;2,77;1,33;1,77;1,29;0,38;0,90
New_Mexico;NM;2010;NM-2010;1,37;1,18;1,11;0,88;0,54;0,96;3,66;2,32;1,46;0,86;0,10;0,68
New_Mexico;NM;2011;NM-2011;0,09;0,36;0,15;0,25;0,22;0,20;1,67;1,87;1,64;1,12;0,44;1,85
New_Mexico;NM;2012;NM-2012;0,26;0,37;0,28;0,46;0,83;0,41;1,84;1,66;1,28;0,31;0,16;0,61
New_Mexico;NM;2013;NM-2013;0,47;0,43;0,20;0,18;0,23;0,76;3,46;2,02;4,32;0,46;0,90;0,40
New_Mexico;NM;2014;NM-2014;0,03;0,17;0,45;0,37;1,21;0,67;3,42;2,09;2,83;0,64;0,63;0,75
New_Mexico;NM;2015;NM-2015;1,39;0,76;0,70;0,74;2,79;1,65;4,00;2,02;1,08;2,98;0,86;1,07
Nevada;NV;1992;NV-1992;0,55;1,15;1,64;0,19;0,27;0,91;0,55;0,45;0,27;0,95;0,40;2,08
Nevada;NV;1993;NV-1993;2,58;1,81;1,38;0,35;0,55;1,38;0,17;0,26;0,13;1,00;0,53;0,51
Nevada;NV;1994;NV-1994;0,36;1,31;0,74;1,08;1,48;0,04;0,15;0,27;0,46;0,59;1,92;1,02
Nevada;NV;1995;NV-1995;2,90;0,51;3,10;1,32;2,74;1,39;0,28;0,22;0,17;0,03;0,23;1,98
Nevada;NV;1996;NV-1996;2,03;1,96;1,48;0,65;1,43;0,41;0,49;0,18;0,25;0,77;1,50;2,81
Nevada;NV;1997;NV-1997;2,90;0,50;0,22;0,67;0,31;1,80;0,53;0,25;1,00;0,42;0,86;0,64
Nevada;NV;1998;NV-1998;1,43;3,08;2,00;1,07;2,51;1,82;0,72;0,21;1,89;0,95;0,98;0,49
Nevada;NV;1999;NV-1999;1,50;1,22;0,43;1,54;0,52;0,83;0,38;0,56;0,23;0,21;0,25;0,17
Nevada;NV;2000;NV-2000;1,80;2,20;0,87;0,62;1,03;0,29;0,04;0,79;0,30;1,37;0,52;0,31
Nevada;NV;2001;NV-2001;1,07;1,01;0,85;1,20;0,12;0,07;0,66;0,20;0,22;0,24;1,32;1,74
Nevada;NV;2002;NV-2002;0,72;0,58;0,66;0,82;0,33;0,21;0,33;0,07;0,31;0,26;1,18;1,42
Nevada;NV;2003;NV-2003;0,51;0,89;0,73;1,66;0,74;0,12;0,54;1,06;0,26;0,12;0,87;1,81
Nevada;NV;2004;NV-2004;0,56;1,69;0,41;0,74;0,51;0,31;0,43;0,65;0,35;2,18;1,48;1,49
Nevada;NV;2005;NV-2005;2,27;1,35;1,30;1,10;1,89;0,47;0,33;0,44;0,30;0,70;0,65;2,87
Nevada;NV;2006;NV-2006;1,72;1,01;1,78;1,95;0,45;0,22;0,52;0,04;0,13;0,69;0,59;0,64
Nevada;NV;2007;NV-2007;0,37;1,17;0,51;0,83;0,28;0,26;0,28;0,44;0,70;0,53;0,35;1,35
Nevada;NV;2008;NV-2008;2,00;1,16;0,30;0,16;1,12;0,17;0,26;0,12;0,11;0,33;1,03;1,12
Nevada;NV;2009;NV-2009;0,89;1,05;0,95;0,89;0,65;1,62;0,31;0,29;0,09;0,98;0,26;1,31
Nevada;NV;2010;NV-2010;1,51;1,26;0,88;1,32;0,94;0,14;0,32;0,19;0,19;2,53;1,20;2,82
Nevada;NV;2011;NV-2011;0,27;1,07;2,01;0,98;1,28;0,81;0,39;0,16;0,41;0,77;0,35;0,07
Nevada;NV;2012;NV-2012;1,09;0,53;1,03;0,63;0,28;0,08;0,61;0,78;0,40;0,53;0,66;2,24
Nevada;NV;2013;NV-2013;0,51;0,26;0,42;0,45;0,75;0,15;0,65;0,47;0,98;0,56;0,67;0,56
Nevada;NV;2014;NV-2014;0,64;1,40;0,93;0,56;0,88;0,09;0,73;1,20;1,00;0,13;0,69;1,22
Nevada;NV;2015;NV-2015;0,37;0,93;0,30;0,74;1,97;0,72;1,16;0,39;0,27;1,66;1,58;1,49
New_York;NY;1992;NY-1992;1,92;1,82;3,23;3,16;3,55;3,14;6,54;4,39;3,94;2,76;4,50;3,36
New_York;NY;1993;NY-1993;2,80;2,48;4,21;5,34;1,51;3,63;2,36;2,85;4,81;3,27;3,96;3,17
New_York;NY;1994;NY-1994;3,92;2,09;4,36;3,44;3,37;4,85;3,54;5,58;3,26;1,07;3,98;2,67
New_York;NY;1995;NY-1995;3,05;2,19;1,62;2,19;2,23;1,88;3,90;2,17;3,15;7,33;4,31;2,26
New_York;NY;1996;NY-1996;4,62;1,93;2,32;5,28;4,64;4,81;5,59;2,70;5,43;4,52;4,35;5,00
New_York;NY;1997;NY-1997;2,53;2,37;3,86;2,73;3,12;2,92;3,34;4,02;3,71;2,03;4,66;3,15
New_York;NY;1998;NY-1998;4,89;2,81;3,71;3,47;4,01;6,44;3,50;2,97;2,64;2,81;1,72;1,54
New_York;NY;1999;NY-1999;5,59;1,54;3,96;1,91;2,73;2,04;2,77;3,14;7,35;2,90;2,99;2,01
New_York;NY;2000;NY-2000;3,23;2,65;3,00;4,86;5,52;5,41;4,41;4,16;3,76;2,20;2,68;3,34
New_York;NY;2001;NY-2001;1,71;2,09;5,21;1,25;2,90;4,36;2,41;2,92;4,11;2,02;2,01;2,62
New_York;NY;2002;NY-2002;2,09;2,07;3,33;3,91;5,22;5,27;1,86;2,96;4,57;4,42;3,93;3,78
New_York;NY;2003;NY-2003;2,58;2,73;2,87;2,66;4,59;4,67;4,35;4,68;5,55;4,91;4,12;4,42
New_York;NY;2004;NY-2004;2,25;1,55;2,39;4,02;5,40;2,83;6,37;5,47;5,94;2,16;3,28;3,92
New_York;NY;2005;NY-2005;4,05;2,15;2,98;4,61;1,61;3,57;3,76;3,88;3,28;9,04;4,73;2,81
New_York;NY;2006;NY-2006;4,10;1,89;1,63;3,44;3,71;7,16;5,30;4,35;4,36;6,01;3,66;2,96
New_York;NY;2007;NY-2007;3,75;2,34;3,74;5,47;1,84;3,13;4,72;2,91;3,11;4,75;3,98;4,78
New_York;NY;2008;NY-2008;1,93;5,29;5,10;2,72;2,34;4,19;5,31;3,96;3,79;4,46;2,67;5,23
New_York;NY;2009;NY-2009;2,48;1,45;2,74;2,58;4,36;5,54;5,42;4,95;2,35;4,43;1,88;3,83
New_York;NY;2010;NY-2010;2,36;3,07;4,39;2,10;2,65;5,02;3,85;4,21;3,09;6,46;2,73;3,32
New_York;NY;2011;NY-2011;2,17;3,52;4,52;6,52;5,73;4,06;2,41;8,85;7,38;4,73;3,00;3,48
New_York;NY;2012;NY-2012;3,08;1,20;1,82;2,87;4,21;3,39;3,11;3,29;4,71;4,71;1,15;5,17
New_York;NY;2013;NY-2013;2,06;2,42;1,83;2,93;4,38;7,46;4,45;3,81;3,26;2,85;3,69;3,61
New_York;NY;2014;NY-2014;2,46;3,14;3,08;3,75;4,49;4,81;5,40;3,48;1,94;3,90;2,85;3,68
New_York;NY;2015;NY-2015;2,51;2,01;1,91;2,91;2,66;7,17;3,58;2,91;4,60;3,56;1,93;3,92
Ohio;OH;1992;OH-1992;1,99;1,39;3,36;3,12;3,12;2,70;8,75;3,88;3,42;1,77;4,56;1,82
Ohio;OH;1993;OH-1993;3,39;2,17;3,47;3,92;2,12;4,63;3,86;1,58;3,86;2,83;4,69;2,03
Ohio;OH;1994;OH-1994;3,39;1,80;2,76;4,61;2,46;4,15;3,58;4,23;1,77;0,90;3,08;2,55
Ohio;OH;1995;OH-1995;3,77;1,29;1,81;3,65;5,96;4,22;3,24;4,18;1,42;4,35;2,65;2,07
Ohio;OH;1996;OH-1996;3,67;2,11;3,07;5,47;6,37;4,87;4,55;1,60;5,40;2,32;3,41;3,78
Ohio;OH;1997;OH-1997;2,24;2,32;4,93;1,62;5,20;5,09;3,37;4,93;2,25;1,52;2,63;2,21
Ohio;OH;1998;OH-1998;3,40;2,54;2,78;5,57;3,24;7,11;3,37;3,79;1,43;2,91;1,64;2,03
Ohio;OH;1999;OH-1999;4,18;2,65;1,91;4,07;2,20;2,13;3,64;3,10;1,86;2,14;2,46;2,62
Ohio;OH;2000;OH-2000;2,59;3,18;2,46;4,02;4,82;4,95;3,92;3,80;3,95;2,22;1,81;3,05
Ohio;OH;2001;OH-2001;1,26;1,59;1,75;3,52;5,40;3,09;3,60;3,54;3,14;4,67;2,95;2,74
Ohio;OH;2002;OH-2002;2,05;1,66;3,74;4,73;5,16;3,53;2,73;2,13;4,12;2,91;2,89;2,77
Ohio;OH;2003;OH-2003;1,59;2,84;2,18;2,52;6,77;3,95;6,69;4,79;5,95;2,53;3,64;2,79
Ohio;OH;2004;OH-2004;3,55;1,32;3,23;3,16;6,89;4,57;4,54;4,04;4,18;2,71;3,61;3,20
Ohio;OH;2005;OH-2005;6,65;1,72;2,55;4,40;2,41;1,79;4,18;4,92;3,39;2,62;3,47;1,85
Ohio;OH;2006;OH-2006;3,06;1,64;2,63;3,14;4,21;4,59;5,58;3,06;4,71;5,64;2,18;3,08
Ohio;OH;2007;OH-2007;4,52;2,03;4,05;3,44;1,57;2,76;3,61;5,83;2,37;3,20;3,25;4,56
Ohio;OH;2008;OH-2008;2,36;4,90;6,34;2,51;4,65;6,37;3,62;1,88;2,56;1,85;2,41;4,54
Ohio;OH;2009;OH-2009;2,43;2,05;2,51;3,87;3,69;3,99;4,01;3,08;2,63;4,18;0,98;3,02
Ohio;OH;2010;OH-2010;1,73;2,04;2,84;2,22;5,35;6,30;3,43;2,71;2,12;1,91;4,15;1,85
Ohio;OH;2011;OH-2011;1,47;4,57;4,21;7,60;6,58;3,75;3,77;3,94;5,95;4,34;5,45;4,27
Ohio;OH;2012;OH-2012;3,36;1,62;3,09;1,91;3,64;2,11;3,42;3,00;5,08;4,48;0,84;4,56
Ohio;OH;2013;OH-2013;2,64;1,88;2,39;3,89;2,28;5,88;6,68;2,67;2,64;3,65;2,93;4,12
Ohio;OH;2014;OH-2014;2,08;2,61;1,98;5,25;3,95;5,37;3,42;4,09;2,26;2,93;1,94;2,49
Ohio;OH;2015;OH-2015;2,46;1,46;3,46;4,53;3,34;8,09;4,76;2,52;3,04;2,75;2,24;4,28
Oklahoma;OK;1992;OK-1992;1,40;1,27;2,02;3,01;4,75;7,12;4,38;3,83;3,57;0,72;5,65;3,80
Oklahoma;OK;1993;OK-1993;2,18;3,08;2,80;4,10;7,61;3,71;1,68;2,93;5,33;2,19;1,87;2,08
Oklahoma;OK;1994;OK-1994;0,90;1,81;2,86;4,61;4,15;1,89;4,24;2,59;2,55;3,66;5,60;1,47
Oklahoma;OK;1995;OK-1995;2,07;0,38;3,21;4,19;7,04;6,30;3,11;3,29;5,17;1,17;0,54;1,96
Oklahoma;OK;1996;OK-1996;0,95;0,17;2,03;2,20;2,26;3,96;6,01;5,77;5,78;2,65;5,37;0,60
Oklahoma;OK;1997;OK-1997;0,47;4,32;1,22;5,79;3,91;4,30;2,29;4,46;2,94;4,14;1,73;4,09
Oklahoma;OK;1998;OK-1998;3,77;1,67;5,41;2,39;2,42;1,91;1,85;1,44;2,87;6,34;3,37;1,99
Oklahoma;OK;1999;OK-1999;2,10;0,81;4,24;5,59;5,34;6,20;1,39;1,38;3,66;2,00;0,81;3,12
Oklahoma;OK;2000;OK-2000;1,23;1,56;4,12;2,76;3,83;7,23;2,42;0,08;1,17;6,66;4,07;2,18
Oklahoma;OK;2001;OK-2001;2,24;4,31;1,50;1,39;7,30;2,25;0,82;2,48;4,13;2,28;1,75;2,13
Oklahoma;OK;2002;OK-2002;2,16;1,12;2,89;4,43;3,40;3,72;3,55;3,05;2,37;5,28;0,68;3,13
Oklahoma;OK;2003;OK-2003;0,07;1,78;1,82;1,88;3,74;5,15;0,87;4,11;3,04;1,58;2,02;1,11
Oklahoma;OK;2004;OK-2004;2,22;1,84;3,86;3,72;1,51;6,72;4,64;2,87;1,18;5,13;6,31;0,83
Oklahoma;OK;2005;OK-2005;3,50;1,69;1,14;1,33;2,69;4,09;3,04;5,30;2,13;2,05;0,43;0,27
Oklahoma;OK;2006;OK-2006;0,97;0,34;3,36;3,20;3,32;2,54;1,62;3,08;2,55;3,11;2,53;3,42
Oklahoma;OK;2007;OK-2007;2,29;0,94;4,39;2,77;7,29;9,47;4,55;3,44;2,80;3,04;0,49;2,64
Oklahoma;OK;2008;OK-2008;0,49;2,49;4,88;4,44;4,63;5,26;2,20;5,00;3,56;2,82;0,98;0,89
Oklahoma;OK;2009;OK-2009;0,69;1,13;2,42;4,99;5,25;2,47;3,91;3,76;4,76;7,04;0,65;1,46
Oklahoma;OK;2010;OK-2010;1,92;1,99;1,97;2,78;4,61;3,80;4,43;1,42;4,45;1,86;1,78;0,92
Oklahoma;OK;2011;OK-2011;0,27;1,51;0,66;3,33;4,85;1,05;0,73;2,16;1,66;3,13;4,39;2,48
Oklahoma;OK;2012;OK-2012;2,14;1,72;4,55;3,31;2,40;2,49;1,12;2,45;3,07;1,16;0,61;1,10
Oklahoma;OK;2013;OK-2013;1,80;3,24;1,61;3,93;4,83;3,98;5,29;3,10;2,45;3,20;1,74;1,82
Oklahoma;OK;2014;OK-2014;0,33;0,50;1,84;1,77;3,17;5,73;4,53;1,49;2,45;3,40;2,45;1,42
Oklahoma;OK;2015;OK-2015;1,27;1,25;2,46;5,00;15,62;5,11;5,22;2,25;2,06;3,53;6,19;5,54
